QuoteRef,Channel,Product,Smoker,Joint?,Person1 Age,Term,TotalPremium,NBC,Sold,JF (Score),WGB (No. of other addresses held),X (Months same person on ER at current address),EF (No. of people not same surname at current address),NOB (Property group),URB (Income group),LSB (Regional banded house price band),BB (Number of CCJs),ND (Months since last CCJ)
NDDB-48,Direct,Decreasing accelerated,1.0,1.0,54.0,30,26.59,757.58,0.0,,,,,,,,,
PKAE-48,MSM,Level with CI,1.0,0.0,59.0,30,17.15,425.94,0.0,549.0,2.0,,3.0,11.0,7.0,4.0,0.0,
GZDX-77,CTM,Level,1.0,1.0,47.0,10,27.61,894.54,0.0,520.0,5.0,,3.0,22.0,7.0,3.0,0.0,
AKHU-94,CTM,Level with CI,0.0,1.0,34.0,30,7.62,197.34,0.0,558.0,6.0,61.0,7.0,22.0,6.0,4.0,0.0,
IQBD-58,Direct,Level,1.0,0.0,52.0,30,47.78,875.85,0.0,545.0,8.0,,6.0,9.0,6.0,9.0,0.0,
YMMJ-85,MSM,Level with CI,1.0,0.0,52.0,10,100.0,3146.17,0.0,546.0,3.0,55.0,8.0,12.0,6.0,7.0,0.0,
CQNW-92,Direct,Decreasing,1.0,0.0,57.0,10,28.3,669.5,0.0,567.0,0.0,,5.0,12.0,3.0,4.0,0.0,
JQJA-83,Direct,Level,1.0,1.0,44.0,20,27.48,864.92,0.0,,,,,,,,,
WXVF-25,Direct,Decreasing with CI,1.0,1.0,44.0,30,50.01,1049.1,0.0,559.0,2.0,,9.0,7.0,3.0,6.0,0.0,
JVYA-56,CTM,Level,1.0,0.0,43.0,15,22.21,307.72,0.0,559.0,0.0,349.0,4.0,24.0,7.0,9.0,0.0,
MFIX-89,CTM,Decreasing,0.0,0.0,32.0,20,8.05,217.96,1.0,,,,,,,,,
GWHO-34,Direct,Decreasing with CI,1.0,1.0,47.0,20,130.8,4553.42,0.0,576.0,0.0,136.0,2.0,12.0,3.0,6.0,0.0,
ZWRA-23,MSM,Level accelerated,1.0,1.0,54.0,15,37.59,837.57,0.0,556.0,4.0,,3.0,17.0,3.0,1.0,0.0,
NUIP-90,Direct,Level,0.0,0.0,59.0,10,13.15,320.03,0.0,544.0,4.0,,5.0,19.0,6.0,10.0,0.0,
MOLF-97,CTM,Decreasing with CI,1.0,0.0,55.0,20,6.88,188.16,0.0,,,,,,,,,
LQXY-61,CTM,Decreasing,1.0,0.0,42.0,20,9.61,213.98,1.0,,,,,,,,,
IZAE-14,Direct,Level with CI,1.0,0.0,43.0,20,24.18,746.09,0.0,549.0,2.0,6.0,9.0,10.0,6.0,5.0,0.0,
VXCC-17,Direct,Level,0.0,0.0,39.0,10,20.81,475.14,1.0,556.0,1.0,12.0,8.0,9.0,4.0,6.0,0.0,
OBZO-14,Direct,Level,1.0,0.0,45.0,20,48.57,1100.2,0.0,561.0,3.0,49.0,3.0,16.0,2.0,5.0,0.0,
TVYW-18,CTM,Decreasing with CI,0.0,0.0,45.0,30,89.46,1758.55,1.0,556.0,3.0,,14.0,7.0,6.0,7.0,0.0,
QRQZ-49,CTM,Level,1.0,1.0,35.0,30,32.12,779.3,1.0,527.0,1.0,,7.0,20.0,8.0,9.0,0.0,
DMIS-78,CTM,Level with CI,0.0,1.0,47.0,25,18.14,409.39,1.0,554.0,1.0,,5.0,18.0,6.0,9.0,0.0,
FPJP-43,Direct,Decreasing with CI,1.0,0.0,40.0,20,46.9,949.33,1.0,,,,,,,,,
DZZE-36,Direct,Decreasing with CI,0.0,0.0,43.0,30,38.33,1196.56,0.0,,,,,,,,,
ANQL-74,CTM,Decreasing with CI,0.0,0.0,38.0,20,131.76,2742.81,0.0,,,,,,,,,
BIAF-31,CTM,Level,1.0,0.0,53.0,10,14.5,423.4,0.0,560.0,3.0,17.0,8.0,17.0,5.0,5.0,0.0,
FARO-12,CTM,Level,1.0,1.0,33.0,30,21.37,551.5,0.0,584.0,2.0,,1.0,9.0,3.0,8.0,0.0,
DUQJ-80,Direct,Level,0.0,0.0,46.0,25,9.06,243.89,0.0,549.0,3.0,,4.0,,6.0,,0.0,
DWBT-40,MSM,Level accelerated,1.0,1.0,42.0,20,35.72,910.49,0.0,545.0,0.0,16.0,11.0,21.0,6.0,8.0,0.0,
VORU-27,CTM,Decreasing with CI,1.0,0.0,40.0,20,255.67,8228.77,0.0,598.0,0.0,,0.0,8.0,3.0,1.0,0.0,
QQRK-55,CTM,Level accelerated,1.0,0.0,47.0,5,5.36,132.53,0.0,,,,,,,,,
QLRR-68,MSM,Decreasing accelerated,1.0,1.0,32.0,30,39.33,956.29,1.0,527.0,1.0,,7.0,20.0,8.0,9.0,0.0,
GULN-40,Direct,Level with CI,1.0,0.0,50.0,20,22.96,526.1,1.0,571.0,10.0,21.0,8.0,9.0,4.0,7.0,0.0,
WRTB-98,CTM,Decreasing,1.0,0.0,50.0,30,25.07,834.49,0.0,,,,,,,,,
NAWN-98,CTM,Decreasing,0.0,0.0,42.0,20,19.41,557.98,0.0,,,,,,,,,
CSJR-86,Direct,Level,0.0,1.0,22.0,35,35.27,875.17,0.0,561.0,3.0,49.0,3.0,16.0,2.0,5.0,0.0,
AYCU-19,MSM,Level,1.0,1.0,28.0,30,31.03,983.6,0.0,,,,,,,,,
ICTJ-53,CTM,Level,1.0,0.0,42.0,20,22.29,535.93,0.0,541.0,2.0,63.0,4.0,,8.0,,0.0,
KMJP-86,Direct,Level accelerated,1.0,1.0,46.0,30,25.0,482.92,0.0,578.0,0.0,397.0,3.0,14.0,5.0,4.0,1.0,62.0
YXRU-91,Direct,Level,0.0,0.0,51.0,30,31.41,641.9,1.0,558.0,1.0,85.0,1.0,12.0,7.0,6.0,0.0,
HWAL-87,Direct,Level with CI,1.0,0.0,42.0,30,10.0,138.55,0.0,564.0,2.0,97.0,7.0,6.0,4.0,4.0,0.0,
KGCR-92,Direct,Decreasing,1.0,0.0,57.0,40,27.91,739.58,0.0,583.0,3.0,49.0,5.0,6.0,4.0,5.0,0.0,
XTPD-25,MSM,Level with CI,1.0,0.0,33.0,20,20.46,0.0,0.0,567.0,3.0,73.0,8.0,14.0,4.0,3.0,0.0,
VYKA-38,Direct,Decreasing with CI,0.0,0.0,42.0,20,6.06,155.98,0.0,564.0,2.0,,5.0,16.0,5.0,3.0,0.0,
JNSE-31,CTM,Level,1.0,1.0,54.0,5,6.89,194.26,0.0,,,,,,,,,
JXMD-49,Direct,Decreasing,1.0,0.0,48.0,10,24.08,510.89,0.0,569.0,4.0,21.0,12.0,11.0,4.0,2.0,0.0,
LQWS-76,Direct,Level with CI,0.0,0.0,53.0,25,13.59,168.61,1.0,,,,,,,,,
JNEC-68,MSM,Level,1.0,0.0,53.0,10,40.55,1316.59,0.0,577.0,3.0,,17.0,8.0,3.0,1.0,0.0,
BHXY-75,Direct,Level with CI,1.0,1.0,50.0,20,23.9,530.02,1.0,568.0,9.0,26.0,19.0,13.0,4.0,10.0,0.0,
QXGL-68,Direct,Decreasing,0.0,1.0,42.0,20,69.07,1388.56,0.0,570.0,2.0,49.0,0.0,7.0,8.0,8.0,0.0,
KKKH-32,Direct,Level,1.0,0.0,44.0,15,25.1,749.3,1.0,556.0,0.0,19.0,7.0,12.0,5.0,6.0,0.0,
ZLQB-25,CTM,Decreasing with CI,1.0,0.0,46.0,20,28.43,535.57,0.0,567.0,1.0,37.0,4.0,15.0,3.0,4.0,0.0,
CDPC-39,CTM,Level accelerated,0.0,1.0,39.0,10,19.37,478.24,0.0,532.0,3.0,,3.0,18.0,6.0,6.0,0.0,
CNTN-42,CTM,Decreasing accelerated,1.0,1.0,41.0,30,5.96,193.51,0.0,559.0,4.0,,4.0,6.0,2.0,5.0,0.0,
PGWJ-61,Direct,Decreasing with CI,0.0,1.0,38.0,30,20.25,424.34,0.0,589.0,2.0,,3.0,13.0,2.0,1.0,0.0,
CMXX-13,CTM,Level with CI,1.0,1.0,43.0,20,325.84,9069.94,0.0,503.0,2.0,21.0,7.0,17.0,7.0,4.0,1.0,50.0
UWIP-88,Direct,Decreasing,1.0,0.0,44.0,30,11.64,327.9,0.0,564.0,7.0,22.0,19.0,22.0,5.0,6.0,0.0,
PQND-96,CTM,Decreasing,0.0,0.0,56.0,10,37.95,950.85,1.0,575.0,2.0,,3.0,11.0,5.0,2.0,0.0,
WKWK-73,CTM,Level with CI,1.0,0.0,58.0,20,26.4,663.36,0.0,516.0,3.0,,9.0,11.0,4.0,5.0,1.0,46.0
QMUQ-43,Direct,Level,1.0,0.0,51.0,20,68.7,1870.84,0.0,560.0,3.0,29.0,5.0,2.0,2.0,3.0,0.0,
HEXR-34,MSM,Level with CI,0.0,0.0,46.0,30,17.07,477.05,0.0,,,,,,,,,
PEEF-82,MSM,Decreasing with CI,1.0,1.0,42.0,30,8.62,220.62,0.0,568.0,2.0,37.0,12.0,6.0,3.0,4.0,0.0,
ZYHR-31,MSM,Level,1.0,1.0,48.0,30,36.94,989.77,0.0,565.0,5.0,,20.0,14.0,4.0,5.0,0.0,
VVFU-53,CTM,Level,0.0,0.0,58.0,15,23.97,787.76,0.0,,,,,,,,,
DYMZ-94,MSM,Level with CI,1.0,0.0,41.0,30,15.71,516.08,0.0,,,,,,,,,
LHVY-13,Direct,Level with CI,0.0,1.0,42.0,5,13.82,423.94,0.0,471.0,,,,21.0,7.0,4.0,,
DOUA-53,MSM,Decreasing,1.0,1.0,63.0,30,48.41,1073.94,0.0,,,,,,,,,
GFZF-99,Direct,Decreasing,1.0,1.0,50.0,25,13.0,377.78,1.0,587.0,7.0,,12.0,9.0,5.0,2.0,0.0,
ZDFM-92,Direct,Level,1.0,0.0,45.0,20,5.88,152.05,0.0,,,,,,,,,
EMKH-65,CTM,Level with CI,1.0,0.0,44.0,5,7.84,222.04,0.0,578.0,0.0,,0.0,16.0,8.0,9.0,0.0,
KRYE-70,CTM,Level with CI,0.0,0.0,47.0,20,9.64,208.57,0.0,544.0,4.0,,5.0,19.0,6.0,10.0,0.0,
DLFG-41,CTM,Level,1.0,1.0,56.0,30,71.99,1489.62,0.0,570.0,2.0,49.0,0.0,7.0,8.0,8.0,0.0,
XHJD-49,CTM,Level,1.0,1.0,45.0,20,21.77,715.29,0.0,,,,,,,,,
WEGR-13,MSM,Decreasing,1.0,0.0,37.0,20,12.38,312.61,0.0,589.0,2.0,,3.0,13.0,2.0,1.0,0.0,
SGLX-76,CTM,Level,1.0,1.0,43.0,10,13.15,320.03,0.0,544.0,4.0,,5.0,19.0,6.0,10.0,0.0,
JLLS-55,CTM,Decreasing with CI,1.0,0.0,51.0,5,29.4,133.79,1.0,567.0,4.0,20.0,12.0,15.0,6.0,5.0,0.0,
JXFJ-20,CTM,Level with CI,1.0,0.0,51.0,5,19.95,404.86,0.0,552.0,5.0,,2.0,10.0,8.0,5.0,0.0,
IUFL-97,Direct,Level,0.0,1.0,46.0,5,28.26,763.19,1.0,,,,,,,,,
NMGA-20,Direct,Decreasing accelerated,1.0,0.0,54.0,5,9.79,238.41,1.0,530.0,6.0,,11.0,21.0,7.0,5.0,0.0,
KFYP-41,CTM,Level,1.0,1.0,48.0,25,27.65,763.59,0.0,547.0,8.0,,3.0,13.0,8.0,4.0,0.0,
PYQH-69,CTM,Level,0.0,0.0,36.0,15,34.94,856.69,0.0,577.0,1.0,37.0,4.0,14.0,5.0,7.0,0.0,
JHSV-92,Direct,Decreasing with CI,1.0,0.0,48.0,20,20.39,408.28,0.0,575.0,5.0,,5.0,16.0,5.0,4.0,0.0,
TXPI-13,CTM,Level accelerated,1.0,1.0,53.0,20,13.15,320.03,0.0,544.0,4.0,,5.0,19.0,6.0,10.0,0.0,
ZRQU-97,CTM,Decreasing with CI,1.0,0.0,33.0,30,24.1,502.64,0.0,581.0,4.0,48.0,6.0,13.0,4.0,2.0,0.0,
MFKG-34,CTM,Level with CI,0.0,0.0,57.0,20,12.44,268.98,0.0,529.0,2.0,10.0,1.0,15.0,7.0,6.0,0.0,
YUOV-30,Direct,Decreasing,1.0,1.0,46.0,10,5.44,144.04,0.0,,,,,,,,,
YDQD-59,CTM,Level,1.0,0.0,45.0,20,32.9,762.4,1.0,480.0,1.0,7.0,4.0,18.0,6.0,8.0,2.0,12.0
MLIM-26,CTM,Decreasing with CI,1.0,0.0,42.0,30,9.14,260.1,0.0,560.0,2.0,,12.0,13.0,3.0,5.0,0.0,
LBQO-18,MSM,Decreasing,0.0,0.0,52.0,20,75.54,1473.22,0.0,560.0,4.0,,9.0,9.0,5.0,2.0,0.0,
JFLL-26,Direct,Level with CI,1.0,0.0,44.0,5,17.76,405.85,0.0,571.0,0.0,,0.0,,,,0.0,
DDIO-56,MSM,Decreasing,1.0,0.0,45.0,30,23.72,431.35,0.0,513.0,,,,7.0,4.0,4.0,,
UBFA-85,CTM,Level,1.0,0.0,29.0,20,37.4,778.99,0.0,,,,,,,,,
ZLQA-62,Direct,Level with CI,1.0,0.0,39.0,40,8.62,274.83,0.0,,,,,,,,,
HLMR-58,CTM,Level,1.0,1.0,42.0,10,6.08,157.23,0.0,,,,,,,,,
QXBA-58,CTM,Decreasing,1.0,0.0,46.0,10,59.78,1431.86,0.0,560.0,1.0,,5.0,,6.0,,0.0,
IMWM-96,MSM,Decreasing with CI,0.0,0.0,60.0,30,36.0,663.87,0.0,580.0,1.0,,1.0,8.0,3.0,1.0,0.0,
FXRB-82,CTM,Level,1.0,0.0,46.0,25,12.56,340.91,0.0,568.0,2.0,,3.0,8.0,3.0,9.0,0.0,
NDMJ-41,CTM,Decreasing,1.0,1.0,52.0,20,10.0,279.04,0.0,555.0,1.0,21.0,9.0,20.0,6.0,8.0,0.0,
XCZL-24,CTM,Level,0.0,1.0,39.0,20,13.02,353.38,0.0,569.0,1.0,61.0,4.0,8.0,4.0,4.0,0.0,
WACL-91,MSM,Decreasing accelerated,1.0,0.0,45.0,30,10.97,164.56,0.0,,,,,,,,,
LCVB-45,MSM,Level with CI,0.0,1.0,41.0,20,21.22,281.24,0.0,557.0,1.0,6.0,11.0,19.0,6.0,9.0,0.0,
ACTX-65,MSM,Level with CI,1.0,1.0,43.0,30,14.95,386.6,0.0,564.0,0.0,40.0,3.0,1.0,1.0,1.0,0.0,
UUIP-39,CTM,Level,0.0,1.0,45.0,20,31.52,634.58,0.0,589.0,0.0,157.0,3.0,14.0,4.0,5.0,0.0,
UDQW-53,CTM,Level with CI,1.0,0.0,57.0,30,45.9,1089.83,0.0,566.0,2.0,38.0,6.0,12.0,4.0,4.0,0.0,
KHEB-31,CTM,Level with CI,1.0,0.0,32.0,10,23.83,612.02,0.0,558.0,2.0,,0.0,5.0,8.0,5.0,0.0,
WONH-72,CTM,Level accelerated,1.0,1.0,52.0,20,24.69,595.97,1.0,542.0,5.0,,6.0,10.0,6.0,7.0,0.0,
TXFA-34,MSM,Level,1.0,0.0,35.0,30,40.11,907.76,0.0,,,,,,,,,
SZCD-29,CTM,Level with CI,0.0,1.0,35.0,20,15.69,492.57,0.0,,,,,,,,,
DBST-29,MSM,Decreasing with CI,1.0,0.0,49.0,30,40.43,1045.79,0.0,542.0,4.0,12.0,1.0,6.0,8.0,6.0,0.0,
VYGJ-82,CTM,Decreasing with CI,1.0,0.0,50.0,30,75.54,1473.22,0.0,560.0,4.0,,9.0,9.0,5.0,2.0,0.0,
ZOQM-63,CTM,Level,0.0,0.0,44.0,5,24.83,672.27,0.0,573.0,1.0,,7.0,11.0,4.0,1.0,0.0,
SUNU-83,CTM,Level with CI,1.0,1.0,60.0,10,20.3,480.94,0.0,,,,,,,,,
IQQK-76,Direct,Decreasing with CI,1.0,0.0,43.0,20,6.92,125.66,0.0,,,,,,,,,
CROH-92,CTM,Decreasing with CI,1.0,1.0,34.0,10,16.6,393.56,0.0,,,,,,,,,
HEEB-59,CTM,Decreasing,0.0,0.0,44.0,10,4.92,144.8,1.0,553.0,0.0,265.0,2.0,23.0,7.0,10.0,0.0,
AGNH-26,CTM,Decreasing,1.0,0.0,34.0,20,20.01,258.32,0.0,557.0,1.0,6.0,11.0,19.0,6.0,9.0,0.0,
BHRP-54,Direct,Level with CI,0.0,0.0,44.0,40,82.46,1875.66,0.0,,,,,,,,,
PTAY-60,Direct,Level,1.0,1.0,34.0,20,40.05,1141.53,0.0,573.0,3.0,85.0,5.0,8.0,3.0,4.0,0.0,
LQHM-41,CTM,Level,1.0,1.0,58.0,30,10.84,294.17,0.0,,,,,,,,,
ZNJQ-81,CTM,Decreasing,0.0,1.0,33.0,10,22.37,638.66,0.0,,,,,,,,,
TTNX-64,Direct,Level with CI,0.0,1.0,32.0,30,9.06,270.24,0.0,,,,,,,,,
PYAP-94,CTM,Level with CI,1.0,0.0,44.0,40,9.9,339.83,0.0,,,,,,,,,
UTBU-12,CTM,Decreasing,1.0,0.0,42.0,30,11.76,361.95,0.0,564.0,7.0,21.0,19.0,22.0,5.0,6.0,0.0,
XMFO-35,CTM,Level,1.0,0.0,46.0,15,9.27,179.72,1.0,558.0,3.0,,8.0,11.0,5.0,3.0,0.0,
XYCN-33,CTM,Level,0.0,1.0,58.0,20,25.21,777.89,1.0,542.0,3.0,,15.0,21.0,3.0,3.0,0.0,
KLTF-20,MSM,Decreasing accelerated,1.0,0.0,47.0,20,115.05,2610.54,0.0,,,,,,,,,
JPCI-25,Direct,Level,1.0,1.0,32.0,20,14.37,493.28,1.0,588.0,5.0,65.0,4.0,6.0,2.0,2.0,0.0,
UOHI-67,MSM,Level accelerated,0.0,0.0,44.0,20,15.26,359.96,0.0,565.0,0.0,,10.0,12.0,5.0,6.0,0.0,
VKJV-84,MSM,Level with CI,1.0,1.0,29.0,20,121.71,2764.17,0.0,,,,,,,,,
TTLK-97,MSM,Level,1.0,1.0,39.0,30,14.45,358.02,0.0,543.0,1.0,,2.0,13.0,4.0,9.0,0.0,
WYVQ-15,MSM,Decreasing,0.0,0.0,52.0,25,30.79,867.93,0.0,579.0,3.0,,5.0,9.0,5.0,2.0,0.0,
THCT-14,MSM,Level accelerated,0.0,0.0,37.0,15,10.49,223.77,1.0,575.0,2.0,21.0,11.0,17.0,4.0,2.0,0.0,
FPBD-62,MSM,Level,0.0,0.0,59.0,10,43.95,1000.21,0.0,,,,,,,,,
MGSH-11,MSM,Level,1.0,1.0,46.0,40,29.58,896.46,0.0,500.0,,,,,,,,
FFZN-19,MSM,Level,0.0,0.0,47.0,15,26.94,696.99,0.0,,,,,,,,,
OFBG-47,CTM,Level with CI,1.0,0.0,50.0,30,19.83,493.22,0.0,552.0,1.0,19.0,4.0,19.0,7.0,4.0,0.0,
VQSW-20,CTM,Decreasing,1.0,0.0,41.0,30,57.32,1584.76,0.0,560.0,3.0,10.0,2.0,14.0,8.0,7.0,0.0,
TOFF-16,CTM,Decreasing,0.0,0.0,45.0,20,61.82,1275.89,0.0,,,,,,,,,
MCBD-78,CTM,Level with CI,1.0,1.0,34.0,5,13.61,368.7,0.0,,,,,,,,,
QYLE-11,CTM,Level,0.0,0.0,41.0,40,33.29,824.89,0.0,575.0,1.0,16.0,2.0,10.0,4.0,6.0,0.0,
NWIP-17,Direct,Decreasing with CI,0.0,0.0,57.0,20,40.11,872.72,0.0,549.0,2.0,,3.0,1.0,3.0,3.0,0.0,
VUCV-60,MSM,Level,0.0,0.0,53.0,15,12.97,270.53,0.0,478.0,,,,9.0,6.0,3.0,,
QUOC-94,Direct,Level,1.0,0.0,33.0,5,41.25,1174.95,0.0,572.0,4.0,,16.0,2.0,2.0,1.0,0.0,
KWCK-73,Direct,Decreasing,1.0,0.0,46.0,20,32.68,845.35,0.0,550.0,2.0,6.0,11.0,11.0,5.0,7.0,0.0,
SGLE-47,Direct,Level,1.0,1.0,29.0,5,33.76,1173.91,0.0,489.0,,,,22.0,7.0,8.0,,
RXMX-77,MSM,Level,0.0,0.0,26.0,10,52.72,1198.0,0.0,556.0,3.0,,5.0,22.0,5.0,7.0,0.0,
QWTD-99,Direct,Level,0.0,1.0,45.0,20,10.21,210.37,0.0,561.0,2.0,,3.0,18.0,6.0,7.0,0.0,
BUVB-23,CTM,Level with CI,1.0,0.0,42.0,5,25.81,772.46,0.0,587.0,0.0,21.0,8.0,11.0,4.0,2.0,0.0,
KFYF-99,Direct,Level accelerated,1.0,0.0,44.0,10,38.02,780.58,0.0,572.0,3.0,,6.0,6.0,3.0,7.0,0.0,
MJLQ-33,MSM,Level with CI,0.0,1.0,39.0,20,8.1,232.37,1.0,555.0,3.0,,4.0,18.0,5.0,5.0,0.0,
ZHOO-96,CTM,Level with CI,1.0,0.0,50.0,10,108.52,2016.74,0.0,552.0,5.0,7.0,8.0,7.0,3.0,5.0,1.0,56.0
CNCA-50,CTM,Decreasing accelerated,1.0,0.0,44.0,25,14.11,228.71,0.0,494.0,,,,19.0,6.0,7.0,,
FZSS-76,MSM,Decreasing with CI,1.0,0.0,45.0,10,14.94,439.17,0.0,578.0,1.0,,4.0,6.0,3.0,4.0,0.0,
QNQY-30,Direct,Decreasing accelerated,1.0,1.0,34.0,20,15.29,420.4,0.0,538.0,1.0,21.0,5.0,23.0,7.0,10.0,0.0,
EVKU-72,Direct,Level,1.0,0.0,45.0,30,36.57,1028.6,0.0,579.0,3.0,,5.0,9.0,5.0,2.0,0.0,
LKUP-70,MSM,Level,1.0,0.0,46.0,20,51.13,1305.34,0.0,567.0,3.0,,11.0,14.0,5.0,9.0,0.0,
FAMV-38,Direct,Level with CI,1.0,0.0,45.0,5,31.55,920.21,0.0,554.0,2.0,12.0,1.0,12.0,3.0,4.0,0.0,
UQYR-32,CTM,Decreasing accelerated,0.0,0.0,48.0,10,69.49,1597.69,0.0,,,,,,,,,
VNHM-53,Direct,Decreasing,1.0,0.0,51.0,20,11.47,358.09,0.0,,,,,,,,,
NDRU-24,Direct,Level accelerated,1.0,0.0,52.0,10,4.81,121.64,0.0,,,,,,,,,
YCOK-92,CTM,Level with CI,1.0,0.0,29.0,30,9.99,238.12,1.0,546.0,1.0,82.0,5.0,22.0,7.0,10.0,0.0,
KZIN-32,MSM,Level,1.0,1.0,38.0,10,22.81,702.86,0.0,565.0,0.0,,10.0,12.0,5.0,6.0,0.0,
KYHL-65,Direct,Decreasing,0.0,1.0,60.0,30,20.16,653.21,0.0,471.0,,,,21.0,7.0,4.0,,
PONY-18,CTM,Level accelerated,0.0,1.0,47.0,20,46.06,868.04,0.0,567.0,1.0,37.0,4.0,15.0,3.0,4.0,0.0,
ICOT-90,CTM,Decreasing with CI,1.0,0.0,47.0,20,27.61,894.54,0.0,520.0,5.0,,3.0,22.0,7.0,3.0,0.0,
GEXB-96,MSM,Level,1.0,1.0,35.0,20,13.24,211.61,0.0,,,,,,,,,
PNYF-41,CTM,Level with CI,1.0,1.0,37.0,20,19.07,473.13,0.0,562.0,1.0,36.0,3.0,17.0,5.0,3.0,0.0,
VENN-71,CTM,Decreasing with CI,1.0,1.0,47.0,20,65.88,2168.82,0.0,,,,,,,,,
UUJD-96,MSM,Decreasing with CI,0.0,0.0,45.0,20,54.96,1308.02,0.0,567.0,0.0,,5.0,12.0,3.0,4.0,0.0,
QDVY-82,MSM,Level accelerated,1.0,0.0,48.0,5,15.9,313.42,1.0,,,,,,,,,
AFMU-13,CTM,Level,1.0,0.0,44.0,10,11.86,288.6,1.0,555.0,6.0,,15.0,15.0,5.0,4.0,0.0,
KIXE-29,CTM,Level with CI,1.0,1.0,35.0,30,10.61,351.71,0.0,575.0,4.0,6.0,4.0,9.0,5.0,8.0,0.0,
HLPT-96,CTM,Level,1.0,0.0,54.0,15,8.41,274.43,0.0,,,,,,,,,
UNYW-94,CTM,Level,0.0,1.0,47.0,20,16.22,467.68,0.0,560.0,3.0,17.0,8.0,17.0,5.0,5.0,0.0,
JLLO-98,Direct,Level with CI,1.0,0.0,44.0,30,68.62,1809.44,0.0,584.0,3.0,,1.0,8.0,2.0,9.0,0.0,
NWNI-79,Direct,Decreasing,0.0,0.0,46.0,20,24.18,746.09,1.0,549.0,2.0,6.0,9.0,10.0,6.0,5.0,0.0,
RLUB-63,CTM,Level with CI,1.0,0.0,45.0,20,165.85,3754.75,0.0,551.0,0.0,217.0,2.0,23.0,6.0,4.0,0.0,
NYJW-28,Direct,Level,1.0,1.0,59.0,30,50.83,1043.69,0.0,555.0,6.0,5.0,7.0,11.0,3.0,10.0,0.0,
MIUJ-56,Direct,Decreasing with CI,0.0,1.0,39.0,20,30.0,516.98,0.0,568.0,0.0,,12.0,12.0,4.0,4.0,0.0,
MMRO-31,Direct,Decreasing with CI,1.0,0.0,42.0,20,6.9,201.24,0.0,540.0,0.0,21.0,4.0,21.0,8.0,10.0,0.0,
JSST-43,Direct,Decreasing with CI,1.0,0.0,42.0,5,64.32,1448.37,1.0,573.0,3.0,85.0,5.0,8.0,3.0,4.0,0.0,
AWDT-53,Direct,Level,1.0,1.0,32.0,20,5.54,146.88,1.0,559.0,4.0,,4.0,6.0,2.0,5.0,0.0,
OMXV-32,CTM,Level,1.0,0.0,39.0,10,35.14,813.12,0.0,567.0,3.0,73.0,8.0,14.0,4.0,3.0,0.0,
NYCW-78,MSM,Decreasing,0.0,0.0,42.0,5,7.2,162.3,0.0,551.0,1.0,,7.0,15.0,7.0,7.0,0.0,
BUAA-59,CTM,Level,1.0,0.0,33.0,10,20.0,505.92,0.0,597.0,1.0,73.0,3.0,7.0,3.0,3.0,0.0,
RBIV-44,MSM,Decreasing accelerated,1.0,0.0,39.0,20,9.14,260.1,0.0,560.0,2.0,,12.0,13.0,3.0,5.0,0.0,
VCPQ-61,Direct,Decreasing,1.0,1.0,39.0,10,25.74,0.0,0.0,567.0,3.0,73.0,8.0,14.0,4.0,3.0,0.0,
MUXG-70,Direct,Level with CI,1.0,0.0,47.0,5,3.43,111.35,0.0,,,,,,,,,
JMQS-75,Direct,Decreasing with CI,1.0,0.0,43.0,25,9.83,223.58,0.0,,,,,,,,,
HKFI-53,CTM,Level with CI,1.0,0.0,27.0,20,27.59,704.36,0.0,567.0,3.0,,11.0,14.0,5.0,9.0,0.0,
EOPY-16,CTM,Decreasing,0.0,0.0,40.0,30,31.73,736.64,1.0,,,,,,,,,
CGUX-49,CTM,Decreasing with CI,1.0,1.0,38.0,5,15.32,337.93,1.0,,,,,,,,,
NBHB-23,CTM,Decreasing,0.0,1.0,37.0,20,22.33,580.8,0.0,575.0,3.0,,4.0,7.0,1.0,6.0,0.0,
TLLG-61,CTM,Level,1.0,1.0,52.0,10,37.46,938.81,1.0,575.0,2.0,,3.0,11.0,5.0,2.0,0.0,
ZDEB-49,CTM,Decreasing with CI,0.0,1.0,35.0,30,9.97,270.29,1.0,538.0,7.0,21.0,7.0,19.0,7.0,10.0,0.0,
RVSJ-19,CTM,Level,1.0,1.0,43.0,30,33.29,0.0,0.0,572.0,1.0,,16.0,8.0,5.0,7.0,0.0,
GINT-14,MSM,Level,0.0,0.0,36.0,15,10.32,222.55,1.0,554.0,0.0,,1.0,10.0,8.0,3.0,0.0,
NVKL-47,CTM,Level,1.0,0.0,46.0,5,24.9,474.31,1.0,546.0,1.0,60.0,16.0,13.0,5.0,8.0,0.0,
XHDC-58,MSM,Decreasing with CI,1.0,1.0,44.0,15,3.25,86.27,0.0,558.0,0.0,,1.0,16.0,6.0,7.0,0.0,
GURC-47,CTM,Level with CI,1.0,1.0,44.0,10,45.87,1039.75,1.0,558.0,8.0,,27.0,10.0,5.0,5.0,0.0,
HYEM-39,CTM,Decreasing with CI,0.0,0.0,35.0,25,18.48,471.23,0.0,,,,,,,,,
ZEDQ-68,CTM,Level with CI,0.0,0.0,57.0,10,489.07,13600.19,0.0,583.0,3.0,21.0,12.0,9.0,2.0,4.0,0.0,
PTNG-81,Direct,Level,1.0,0.0,61.0,20,17.97,632.84,1.0,,,,,,,,,
ZEFY-74,CTM,Level accelerated,1.0,0.0,49.0,30,62.69,1878.51,0.0,,,,,,,,,
