QuoteRef,Channel,Product,Smoker,Joint?,Person1 Age,Term,TotalPremium,NBC,Sold,JF (Score),WGB (No. of other addresses held),X (Months same person on ER at current address),EF (No. of people not same surname at current address),NOB (Property group),URB (Income group),LSB (Regional banded house price band),BB (Number of CCJs),ND (Months since last CCJ)
KHJM-67,MSM,Decreasing with CI,0.0,0,53.0,5,19.85,488.84,1,537.0,3.0,,6.0,19,7,6.0,0.0,
QGUK-86,Direct,Level with CI,0.0,0,47.0,5,19.85,488.84,1,537.0,3.0,,6.0,19,7,6.0,0.0,
LBZB-17,Direct,Level,0.0,1,45.0,30,27.59,668.29,1,537.0,3.0,,6.0,19,7,6.0,0.0,
JLRF-67,Direct,Level with CI,1.0,0,45.0,30,22.43,548.66,1,537.0,3.0,,6.0,19,7,6.0,0.0,
OUGZ-28,Direct,Level,1.0,0,48.0,10,21.14,518.75,1,537.0,3.0,,6.0,19,7,6.0,0.0,
DVPA-38,CTM,Level,1.0,0,58.0,5,16.48,333.91,0,564.0,0.0,,14.0,11,4,1.0,0.0,
QVFY-65,Direct,Level with CI,0.0,0,59.0,10,16.48,333.91,0,564.0,0.0,,14.0,11,4,1.0,0.0,
TDME-44,CTM,Level,1.0,1,47.0,25,61.82,1275.89,0,,,,,,,,,
PYHP-99,Direct,Decreasing,1.0,0,45.0,20,61.82,1275.89,0,,,,,,,,,
CWXV-91,CTM,Decreasing with CI,0.0,0,47.0,20,61.82,1275.89,0,,,,,,,,,
GHPV-16,CTM,Decreasing with CI,0.0,0,44.0,20,13.31,379.01,0,524.0,7.0,10.0,7.0,14,8,9.0,0.0,
DGHZ-90,Direct,Level accelerated,1.0,0,47.0,15,13.31,379.01,0,524.0,7.0,10.0,7.0,14,8,9.0,0.0,
UCKW-92,Direct,Decreasing with CI,0.0,0,48.0,30,13.31,379.01,0,524.0,7.0,10.0,7.0,14,8,9.0,0.0,
MVPZ-40,CTM,Decreasing with CI,1.0,0,56.0,30,14.74,355.91,1,549.0,1.0,,6.0,19,6,10.0,0.0,
IVOB-68,CTM,Level,1.0,0,36.0,40,35.91,916.41,0,584.0,3.0,,1.0,8,2,9.0,0.0,
NSCK-30,CTM,Decreasing,1.0,0,44.0,20,87.29,2190.76,0,584.0,3.0,,1.0,8,2,9.0,0.0,
CMAT-56,CTM,Level,1.0,0,44.0,5,45.43,1107.79,0,584.0,3.0,,1.0,8,2,9.0,0.0,
UAEG-76,CTM,Level with CI,1.0,0,59.0,25,35.91,916.41,0,584.0,3.0,,1.0,8,2,9.0,0.0,
JLLO-98,Direct,Level with CI,1.0,0,44.0,30,68.62,1809.44,0,584.0,3.0,,1.0,8,2,9.0,0.0,
BBHD-90,Direct,Level,1.0,0,37.0,30,13.65,308.69,0,584.0,3.0,,1.0,8,2,9.0,0.0,
KIBJ-35,Direct,Decreasing accelerated,1.0,0,37.0,20,381.22,8752.28,0,,,,,,,,,
IFEF-67,Direct,Decreasing,0.0,0,39.0,10,90.3,2033.56,0,,,,,,,,,
UGGR-67,Direct,Level,1.0,0,47.0,25,100.98,2274.08,0,,,,,,,,,
SVTJ-74,CTM,Level,1.0,1,56.0,15,90.3,2033.56,0,,,,,,,,,
VFIY-76,CTM,Level,1.0,1,44.0,10,111.66,2514.58,0,,,,,,,,,
ELZR-41,Direct,Level,1.0,0,48.0,30,90.3,2033.56,0,,,,,,,,,
AMQZ-75,CTM,Level,1.0,0,38.0,20,10.0,237.35,0,559.0,1.0,21.0,8.0,16,5,2.0,0.0,
ELYI-94,MSM,Level,1.0,1,36.0,25,10.0,237.35,0,559.0,1.0,21.0,8.0,16,5,2.0,0.0,
XSMX-47,Direct,Level,0.0,0,49.0,20,52.99,935.17,0,559.0,1.0,21.0,8.0,16,5,2.0,0.0,
PLIM-12,CTM,Level,0.0,0,58.0,10,20.01,359.93,0,559.0,1.0,21.0,8.0,16,5,2.0,0.0,
HISH-77,CTM,Decreasing with CI,1.0,1,49.0,20,15.93,469.13,0,,,,,,,,,
GAGO-47,CTM,Level,1.0,0,33.0,20,115.06,2316.24,0,568.0,6.0,,19.0,8,3,3.0,0.0,
REYP-28,CTM,Level with CI,1.0,0,42.0,20,226.64,4561.86,0,568.0,6.0,,19.0,8,3,3.0,0.0,
BDEE-84,CTM,Level,1.0,0,54.0,15,115.06,2316.24,0,568.0,6.0,,19.0,8,3,3.0,0.0,
ADNR-99,CTM,Level with CI,1.0,1,50.0,30,15.0,390.94,1,568.0,5.0,31.0,6.0,13,3,1.0,0.0,
TAAL-29,CTM,Level,1.0,0,48.0,30,36.6,811.44,0,558.0,8.0,,14.0,14,4,2.0,0.0,
CAAJ-59,CTM,Level,1.0,0,51.0,30,36.6,811.44,0,558.0,8.0,,14.0,14,4,2.0,0.0,
UPDH-56,CTM,Decreasing with CI,1.0,1,52.0,30,60.81,1832.46,0,,,,,,,,,
OXNL-27,Direct,Level,0.0,0,54.0,30,83.64,2585.67,0,,,,,,,,,
FXSM-48,Direct,Decreasing with CI,1.0,1,39.0,30,41.35,1150.92,1,587.0,2.0,24.0,4.0,6,3,5.0,0.0,
FOHS-37,CTM,Level accelerated,0.0,1,41.0,30,41.35,1150.92,1,587.0,2.0,24.0,4.0,6,3,5.0,0.0,
GRPA-49,Direct,Level accelerated,0.0,0,49.0,20,41.35,1150.92,1,587.0,2.0,24.0,4.0,6,3,5.0,0.0,
ZZCD-62,Direct,Level,1.0,0,48.0,20,41.35,1150.92,1,587.0,2.0,24.0,4.0,6,3,5.0,0.0,
VPKF-90,CTM,Level with CI,1.0,1,48.0,20,41.35,1150.92,1,587.0,2.0,24.0,4.0,6,3,5.0,0.0,
PALU-55,CTM,Decreasing,1.0,0,52.0,30,20.0,378.37,0,564.0,6.0,158.0,1.0,,5,,0.0,
MNKO-56,CTM,Decreasing with CI,1.0,0,53.0,25,37.77,739.26,0,564.0,6.0,158.0,1.0,,5,,0.0,
SYRB-81,CTM,Decreasing accelerated,0.0,1,34.0,10,8.21,169.34,0,561.0,2.0,,3.0,18,6,7.0,0.0,
KNPV-40,CTM,Decreasing with CI,1.0,0,52.0,10,11.96,246.92,0,561.0,2.0,,3.0,18,6,7.0,0.0,
XNHW-87,Direct,Level,1.0,0,34.0,10,18.35,398.32,0,561.0,2.0,,3.0,18,6,7.0,0.0,
XIAW-19,CTM,Level,0.0,0,47.0,30,13.42,269.92,0,561.0,2.0,,3.0,18,6,7.0,0.0,
RAOE-90,Direct,Level accelerated,1.0,0,40.0,10,11.96,246.92,0,561.0,2.0,,3.0,18,6,7.0,0.0,
PNFG-58,Direct,Level,1.0,0,48.0,30,14.74,355.91,1,549.0,1.0,,6.0,19,6,10.0,0.0,
ABQX-85,CTM,Decreasing with CI,1.0,0,46.0,20,14.74,355.91,1,549.0,1.0,,6.0,19,6,10.0,0.0,
MCWN-57,CTM,Decreasing with CI,0.0,1,44.0,20,13.81,366.16,1,568.0,5.0,31.0,6.0,13,3,1.0,0.0,
NSOV-71,CTM,Decreasing,1.0,1,44.0,25,12.78,340.01,1,568.0,5.0,31.0,6.0,13,3,1.0,0.0,
GFZI-43,CTM,Level,0.0,0,45.0,30,13.81,366.16,1,568.0,5.0,31.0,6.0,13,3,1.0,0.0,
BSTC-16,CTM,Level,1.0,0,53.0,20,134.71,3920.09,0,539.0,5.0,,2.0,12,5,7.0,0.0,
GARE-12,CTM,Decreasing with CI,0.0,0,46.0,5,23.83,612.02,1,558.0,2.0,,0.0,5,8,5.0,0.0,
KHEB-31,CTM,Level with CI,1.0,0,32.0,10,23.83,612.02,0,558.0,2.0,,0.0,5,8,5.0,0.0,
UAEK-13,Direct,Level with CI,0.0,0,35.0,5,23.83,612.02,0,558.0,2.0,,0.0,5,8,5.0,0.0,
JQMX-78,CTM,Decreasing,0.0,1,28.0,20,23.83,612.02,1,558.0,2.0,,0.0,5,8,5.0,0.0,
TDOK-78,MSM,Decreasing accelerated,1.0,0,62.0,30,23.83,612.02,1,558.0,2.0,,0.0,5,8,5.0,0.0,
NPCA-84,MSM,Decreasing with CI,0.0,0,32.0,10,30.19,759.54,0,557.0,7.0,,3.0,13,5,2.0,0.0,
EDFD-39,MSM,Decreasing,1.0,1,53.0,5,30.19,759.54,0,557.0,7.0,,3.0,13,5,2.0,0.0,
PYYP-51,CTM,Level,0.0,0,47.0,30,16.22,376.17,0,561.0,0.0,109.0,12.0,11,4,9.0,0.0,
QEQV-88,CTM,Level,0.0,0,47.0,5,83.17,2376.85,0,,,,,,,,,
SYHW-80,Direct,Level accelerated,1.0,1,33.0,20,24.1,558.55,0,,,,,,,,,
ZDQS-77,CTM,Level with CI,0.0,0,54.0,20,24.1,558.55,0,,,,,,,,,
BIRL-49,Direct,Decreasing with CI,0.0,0,43.0,30,28.26,763.19,1,,,,,,,,,
YFLX-48,Direct,Level,1.0,0,47.0,30,28.26,763.19,1,,,,,,,,,
IUFL-97,Direct,Level,0.0,1,46.0,5,28.26,763.19,1,,,,,,,,,
YCYI-49,Direct,Level with CI,1.0,0,34.0,10,28.26,763.19,1,,,,,,,,,
IOAE-37,CTM,Decreasing with CI,0.0,1,48.0,15,9.62,263.39,0,,,,,,,,,
MQYQ-16,MSM,Level,1.0,0,41.0,10,9.62,263.39,0,,,,,,,,,
RMYF-47,Direct,Level with CI,1.0,0,48.0,20,9.62,263.39,0,,,,,,,,,
ONGM-50,MSM,Decreasing with CI,1.0,0,38.0,20,28.5,506.08,1,514.0,4.0,16.0,14.0,23,7,10.0,0.0,
HMEQ-11,Direct,Decreasing accelerated,1.0,0,42.0,30,28.5,506.08,1,514.0,4.0,16.0,14.0,23,7,10.0,0.0,
FFTI-33,CTM,Level,1.0,0,35.0,20,28.5,506.08,1,514.0,4.0,16.0,14.0,23,7,10.0,0.0,
GJQK-92,CTM,Level with CI,1.0,1,51.0,35,28.5,506.08,1,514.0,4.0,16.0,14.0,23,7,10.0,0.0,
YCTK-72,CTM,Decreasing with CI,0.0,0,33.0,20,25.97,539.37,0,561.0,2.0,,3.0,18,6,7.0,0.0,
SIKK-65,Direct,Level,0.0,0,44.0,5,11.96,246.92,0,561.0,2.0,,3.0,18,6,7.0,0.0,
QWTD-99,Direct,Level,0.0,1,45.0,20,10.21,210.37,0,561.0,2.0,,3.0,18,6,7.0,0.0,
EIPV-48,MSM,Level,1.0,0,32.0,20,159.19,4405.42,0,,,,,,,,,
JGZR-41,Direct,Level,0.0,0,43.0,30,159.19,4405.42,0,,,,,,,,,
IHCR-14,CTM,Level with CI,1.0,1,39.0,5,24.13,586.87,0,,,,,,,,,
NEWC-23,MSM,Level with CI,1.0,1,45.0,5,71.64,2016.24,0,539.0,5.0,,2.0,12,5,7.0,0.0,
NXCD-94,Direct,Level,0.0,1,55.0,20,31.37,673.9,1,568.0,5.0,31.0,6.0,13,3,1.0,0.0,
YEBO-64,CTM,Decreasing,0.0,1,35.0,20,27.01,578.02,1,568.0,5.0,31.0,6.0,13,3,1.0,0.0,
MDAE-18,MSM,Decreasing accelerated,1.0,0,33.0,20,34.16,729.61,1,568.0,5.0,31.0,6.0,13,3,1.0,0.0,
LNMA-46,CTM,Level,1.0,0,47.0,10,18.0,374.51,1,568.0,5.0,31.0,6.0,13,3,1.0,0.0,
EOGD-92,MSM,Decreasing accelerated,1.0,1,40.0,20,13.81,366.16,1,568.0,5.0,31.0,6.0,13,3,1.0,0.0,
SCZT-78,CTM,Level,1.0,0,33.0,30,13.81,366.16,1,568.0,5.0,31.0,6.0,13,3,1.0,0.0,
VZAJ-37,CTM,Decreasing,1.0,1,31.0,30,37.46,844.36,0,535.0,9.0,,10.0,21,6,5.0,0.0,
MRCX-27,Direct,Decreasing with CI,1.0,0,54.0,5,37.46,844.36,0,535.0,9.0,,10.0,21,6,5.0,0.0,
SHAM-22,CTM,Decreasing with CI,1.0,1,48.0,20,33.97,727.12,0,535.0,9.0,,10.0,21,6,5.0,0.0,
HYWW-54,CTM,Level,0.0,0,53.0,10,43.1,1165.86,1,561.0,4.0,,3.0,,5,,0.0,
NHTH-57,Direct,Decreasing with CI,1.0,0,45.0,10,54.83,1675.94,0,555.0,3.0,5.0,7.0,11,3,10.0,0.0,
VBOM-95,MSM,Level,0.0,0,54.0,30,11.85,307.71,0,555.0,3.0,5.0,7.0,11,3,10.0,0.0,
EEGH-18,CTM,Level,0.0,0,27.0,10,29.4,133.79,1,567.0,4.0,20.0,12.0,15,6,5.0,0.0,
JLLS-55,CTM,Decreasing with CI,1.0,0,51.0,5,29.4,133.79,1,567.0,4.0,20.0,12.0,15,6,5.0,0.0,
NLMW-48,CTM,Decreasing,0.0,1,42.0,20,38.2,173.83,1,567.0,4.0,20.0,12.0,15,6,5.0,0.0,
YOEM-62,CTM,Decreasing with CI,1.0,1,39.0,10,38.2,173.83,1,567.0,4.0,20.0,12.0,15,6,5.0,0.0,
YOKL-43,Direct,Level with CI,0.0,1,46.0,20,58.07,1643.73,0,550.0,4.0,,6.0,13,5,7.0,0.0,
EQGG-75,Direct,Level,0.0,0,58.0,20,101.52,2739.54,0,550.0,4.0,,6.0,13,5,7.0,0.0,
RUMM-21,CTM,Decreasing with CI,0.0,1,46.0,20,168.68,4338.4,0,541.0,3.0,,15.0,6,3,5.0,1.0,63.0
LCXG-86,CTM,Level,0.0,1,40.0,25,130.22,3477.64,0,541.0,3.0,,15.0,6,3,5.0,1.0,63.0
TBMW-67,Direct,Level with CI,0.0,0,41.0,20,40.69,835.3,0,555.0,12.0,,15.0,15,5,4.0,0.0,
IIID-70,CTM,Level with CI,1.0,0,39.0,10,20.74,536.53,0,575.0,3.0,,7.0,6,4,4.0,0.0,
BYVP-41,CTM,Decreasing,1.0,0,47.0,5,24.07,369.59,0,572.0,0.0,157.0,4.0,7,4,7.0,0.0,
OVYH-33,CTM,Decreasing,1.0,1,32.0,20,24.07,369.59,0,572.0,0.0,157.0,4.0,7,4,7.0,0.0,
XCLU-79,MSM,Level with CI,1.0,0,37.0,20,24.07,369.59,0,572.0,0.0,157.0,4.0,7,4,7.0,0.0,
PECG-30,CTM,Decreasing with CI,1.0,1,45.0,35,27.64,665.55,0,532.0,3.0,,3.0,18,6,6.0,0.0,
QIJY-93,CTM,Decreasing with CI,1.0,1,33.0,20,29.3,703.91,0,532.0,3.0,,3.0,18,6,6.0,0.0,
OESF-67,CTM,Decreasing with CI,1.0,1,43.0,20,12.99,186.63,0,538.0,1.0,12.0,3.0,23,6,6.0,0.0,
ZJEK-61,CTM,Level with CI,0.0,0,48.0,10,99.93,2245.07,0,556.0,3.0,,14.0,7,6,7.0,0.0,
JORX-20,MSM,Level with CI,0.0,0,43.0,10,102.51,2324.43,1,556.0,3.0,,14.0,7,6,7.0,0.0,
ZWMV-58,MSM,Level with CI,1.0,0,48.0,10,61.41,1208.38,1,556.0,3.0,,14.0,7,6,7.0,0.0,
TVYW-18,CTM,Decreasing with CI,0.0,0,45.0,30,89.46,1758.55,1,556.0,3.0,,14.0,7,6,7.0,0.0,
QYGO-58,CTM,Level with CI,1.0,1,45.0,5,61.41,1208.38,1,556.0,3.0,,14.0,7,6,7.0,0.0,
OSFW-37,MSM,Level,0.0,0,22.0,30,59.53,1159.54,0,556.0,3.0,,14.0,7,6,7.0,0.0,
RWYK-45,CTM,Level with CI,1.0,1,40.0,30,142.69,3415.32,1,556.0,3.0,,14.0,7,6,7.0,0.0,
AFMU-13,CTM,Level,1.0,0,44.0,10,11.86,288.6,1,555.0,6.0,,15.0,15,5,4.0,0.0,
SHOP-68,MSM,Level,1.0,1,39.0,20,11.86,288.6,1,555.0,6.0,,15.0,15,5,4.0,0.0,
KGXX-14,CTM,Decreasing accelerated,1.0,1,44.0,30,11.86,288.6,1,555.0,6.0,,15.0,15,5,4.0,0.0,
RXHZ-75,CTM,Decreasing with CI,1.0,1,51.0,30,17.4,249.8,0,563.0,3.0,,0.0,16,8,6.0,0.0,
YVNW-25,CTM,Level,1.0,0,48.0,30,17.4,249.8,0,563.0,3.0,,0.0,16,8,6.0,0.0,
LSIH-91,MSM,Decreasing accelerated,1.0,0,39.0,10,26.69,746.76,0,545.0,10.0,,4.0,22,4,7.0,0.0,
NRDN-92,Direct,Level with CI,1.0,1,36.0,20,12.95,343.17,0,545.0,10.0,,4.0,22,4,7.0,0.0,
LJTZ-10,Direct,Decreasing,1.0,1,37.0,35,24.13,586.87,0,,,,,,,,,
SEWK-23,CTM,Decreasing accelerated,0.0,0,35.0,20,3.25,86.27,0,558.0,0.0,,1.0,16,6,7.0,0.0,
IMTF-43,CTM,Level,0.0,0,43.0,20,5.54,146.88,1,559.0,4.0,,4.0,6,2,5.0,0.0,
SKWR-73,CTM,Decreasing,1.0,0,54.0,5,6.35,230.65,0,574.0,2.0,,2.0,15,8,7.0,0.0,
AXSN-32,Direct,Decreasing accelerated,0.0,0,51.0,10,70.88,1530.24,0,565.0,2.0,,8.0,3,2,2.0,0.0,
ZMUO-95,Direct,Level,0.0,1,39.0,25,17.19,338.98,0,576.0,9.0,,22.0,7,3,2.0,0.0,
VIDL-87,CTM,Decreasing,0.0,1,34.0,10,21.97,502.47,0,576.0,9.0,,22.0,7,3,2.0,0.0,
LTHN-85,CTM,Level with CI,0.0,0,41.0,20,3.25,86.27,0,558.0,0.0,,1.0,16,6,7.0,0.0,
XHDC-58,MSM,Decreasing with CI,1.0,1,44.0,15,3.25,86.27,0,558.0,0.0,,1.0,16,6,7.0,0.0,
TJDT-30,Direct,Level,0.0,0,54.0,30,13.75,261.84,0,573.0,3.0,10.0,4.0,8,4,2.0,0.0,
MEUV-29,Direct,Level,1.0,1,49.0,15,58.74,1622.3,1,561.0,4.0,,3.0,,5,,0.0,
OYHR-94,CTM,Level accelerated,1.0,0,39.0,20,43.1,1165.86,1,561.0,4.0,,3.0,,5,,0.0,
TLSX-97,CTM,Level,1.0,1,43.0,30,43.1,1165.86,1,561.0,4.0,,3.0,,5,,0.0,
FWDF-11,Direct,Decreasing with CI,1.0,0,46.0,20,11.2,233.54,1,561.0,4.0,,3.0,,5,,0.0,
LJWL-96,MSM,Level,1.0,1,40.0,30,20.67,518.68,0,,,,,,,,,
XJFN-12,CTM,Level with CI,1.0,0,47.0,25,10.59,254.54,0,,,,,,,,,
QPZO-64,Direct,Level,1.0,0,44.0,15,12.1,283.71,0,,,,,,,,,
QKDH-10,MSM,Decreasing with CI,1.0,0,54.0,40,12.1,283.71,0,,,,,,,,,
GRBL-57,CTM,Level with CI,1.0,1,46.0,30,16.93,396.75,0,,,,,,,,,
UGJP-85,MSM,Level with CI,0.0,0,35.0,10,12.99,186.63,0,538.0,1.0,12.0,3.0,23,6,6.0,0.0,
GVZP-22,MSM,Decreasing with CI,1.0,0,46.0,30,13.87,382.03,1,,,,,,,,,
MERH-13,Direct,Decreasing,0.0,1,39.0,5,13.87,382.03,1,,,,,,,,,
ZBPQ-12,Direct,Decreasing accelerated,0.0,0,32.0,10,13.87,382.03,1,,,,,,,,,
JSRX-59,CTM,Level accelerated,0.0,1,60.0,40,13.87,382.03,1,,,,,,,,,
OHII-91,MSM,Level,1.0,1,26.0,30,18.54,452.43,0,,,,,,,,,
NGBR-85,Direct,Level,0.0,1,54.0,20,4.4,137.96,0,552.0,0.0,24.0,7.0,15,5,6.0,0.0,
XPKW-37,Direct,Level,0.0,1,39.0,20,11.87,293.68,0,525.0,,,,11,3,4.0,,
CITL-69,Direct,Decreasing,1.0,0,45.0,20,11.87,293.68,0,525.0,,,,11,3,4.0,,
VKND-41,Direct,Level,0.0,1,30.0,20,10.84,297.22,0,,,,,,,,,
HOBO-11,Direct,Decreasing with CI,1.0,0,44.0,20,10.84,297.22,0,,,,,,,,,
BNED-23,Direct,Decreasing with CI,0.0,1,41.0,20,24.13,600.35,0,585.0,3.0,,6.0,,,5.0,0.0,
YMEW-89,CTM,Level,0.0,0,37.0,30,26.32,515.21,0,585.0,3.0,,6.0,,,5.0,0.0,
QOHN-45,CTM,Decreasing with CI,0.0,1,60.0,35,26.32,515.21,0,585.0,3.0,,6.0,,,5.0,0.0,
HWYX-41,CTM,Level with CI,0.0,0,46.0,20,15.17,409.13,0,576.0,9.0,,22.0,7,3,2.0,0.0,
ZBRY-81,MSM,Level,1.0,1,64.0,20,9.1,245.26,0,576.0,9.0,,22.0,7,3,2.0,0.0,
TGAN-14,CTM,Decreasing,1.0,0,43.0,5,12.03,292.44,0,576.0,9.0,,22.0,7,3,2.0,0.0,
AWDT-53,Direct,Level,1.0,1,32.0,20,5.54,146.88,1,559.0,4.0,,4.0,6,2,5.0,0.0,
ADXK-47,CTM,Level with CI,0.0,0,36.0,10,5.54,146.88,1,559.0,4.0,,4.0,6,2,5.0,0.0,
GVES-13,CTM,Decreasing,0.0,0,45.0,20,18.23,535.99,0,539.0,5.0,,5.0,17,6,4.0,0.0,
HTFI-31,MSM,Level,1.0,0,26.0,20,21.1,630.35,0,539.0,5.0,,5.0,17,6,4.0,0.0,
BLPF-98,CTM,Level with CI,0.0,0,36.0,20,66.03,1915.62,0,569.0,4.0,21.0,12.0,11,4,2.0,0.0,
NROQ-76,CTM,Level with CI,1.0,0,54.0,30,19.37,478.24,0,532.0,3.0,,3.0,18,6,6.0,0.0,
OTYH-58,CTM,Decreasing,1.0,1,39.0,20,17.19,338.98,0,567.0,9.0,,12.0,8,4,2.0,0.0,
QTBZ-93,Direct,Decreasing accelerated,1.0,0,24.0,20,21.97,502.47,0,567.0,9.0,,12.0,8,4,2.0,0.0,
AZPG-53,CTM,Level,0.0,1,48.0,20,15.17,409.13,0,567.0,9.0,,12.0,8,4,2.0,0.0,
YLLY-84,MSM,Level,0.0,0,51.0,30,9.1,245.26,0,567.0,9.0,,12.0,8,4,2.0,0.0,
WPNB-24,Direct,Decreasing,0.0,0,38.0,10,12.03,292.44,0,567.0,9.0,,12.0,8,4,2.0,0.0,
IFYV-45,MSM,Level with CI,0.0,1,47.0,30,25.0,482.92,0,578.0,0.0,397.0,3.0,14,5,4.0,1.0,62.0
KMJP-86,Direct,Level accelerated,1.0,1,46.0,30,25.0,482.92,0,578.0,0.0,397.0,3.0,14,5,4.0,1.0,62.0
SIVM-74,CTM,Level,0.0,1,40.0,35,55.27,1624.43,0,,,,,,,,,
DIHC-33,MSM,Level,1.0,0,43.0,30,12.55,430.93,0,540.0,0.0,,5.0,22,7,5.0,0.0,
CLWZ-63,CTM,Decreasing,1.0,0,43.0,20,14.2,354.04,0,550.0,3.0,40.0,5.0,18,5,8.0,0.0,
JVMH-88,CTM,Level,1.0,0,51.0,10,10.0,249.28,0,550.0,3.0,40.0,5.0,18,5,8.0,0.0,
EKSE-89,CTM,Level,1.0,0,46.0,10,14.2,354.04,0,550.0,3.0,40.0,5.0,18,5,8.0,0.0,
VDKC-52,Direct,Level,1.0,1,39.0,20,56.96,1513.85,0,569.0,4.0,21.0,12.0,11,4,2.0,0.0,
XDNS-53,Direct,Level with CI,1.0,0,39.0,25,67.26,1941.56,0,569.0,4.0,21.0,12.0,11,4,2.0,0.0,
HEAQ-81,Direct,Decreasing,1.0,1,46.0,20,79.48,2200.93,0,569.0,4.0,21.0,12.0,11,4,2.0,0.0,
VFHT-67,MSM,Level,0.0,0,39.0,25,79.48,2200.93,0,569.0,4.0,21.0,12.0,11,4,2.0,0.0,
BYPW-47,CTM,Level,1.0,0,52.0,15,24.08,510.89,0,569.0,4.0,21.0,12.0,11,4,2.0,0.0,
EPAP-90,Direct,Level,1.0,0,54.0,20,27.64,665.55,0,532.0,3.0,,3.0,18,6,6.0,0.0,
ZMIM-81,MSM,Level with CI,1.0,0,38.0,10,29.3,703.91,0,532.0,3.0,,3.0,18,6,6.0,0.0,
ZIEV-72,Direct,Decreasing,0.0,1,36.0,30,25.92,0.0,0,572.0,4.0,,0.0,6,8,6.0,0.0,
BRXW-56,CTM,Decreasing with CI,1.0,0,45.0,10,22.62,0.0,0,572.0,4.0,,0.0,6,8,6.0,0.0,
IDYE-58,CTM,Decreasing with CI,1.0,1,53.0,5,25.92,0.0,0,572.0,4.0,,0.0,6,8,6.0,0.0,
LIDX-49,Direct,Decreasing,0.0,1,44.0,20,13.2,0.0,0,572.0,4.0,,0.0,6,8,6.0,0.0,
PISQ-43,MSM,Level,1.0,1,47.0,40,6.41,140.57,1,561.0,0.0,109.0,12.0,11,4,9.0,0.0,
ZZIK-13,CTM,Decreasing,1.0,0,46.0,20,6.41,140.57,1,561.0,0.0,109.0,12.0,11,4,9.0,0.0,
REUQ-76,Direct,Level,1.0,1,39.0,30,87.79,2204.56,0,563.0,2.0,,6.0,9,4,4.0,0.0,
CTCN-54,MSM,Level with CI,0.0,1,47.0,20,34.91,771.72,0,563.0,2.0,,6.0,9,4,4.0,0.0,
DKCJ-59,Direct,Level,1.0,0,37.0,10,34.91,771.72,0,563.0,2.0,,6.0,9,4,4.0,0.0,
IWFY-29,Direct,Decreasing,0.0,1,28.0,20,41.01,906.36,0,563.0,2.0,,6.0,9,4,4.0,0.0,
YWOQ-52,CTM,Decreasing with CI,1.0,0,36.0,20,34.91,771.72,0,563.0,2.0,,6.0,9,4,4.0,0.0,
SPDE-31,Direct,Decreasing,1.0,1,47.0,5,20.61,455.49,0,563.0,2.0,,6.0,9,4,4.0,0.0,
RLVY-29,MSM,Decreasing with CI,1.0,0,54.0,30,8.89,295.81,1,553.0,3.0,,23.0,13,5,6.0,0.0,
IEYS-36,CTM,Level with CI,1.0,0,35.0,20,8.89,295.81,1,553.0,3.0,,23.0,13,5,6.0,0.0,
OVAH-48,CTM,Level,0.0,1,47.0,5,8.89,295.81,1,553.0,3.0,,23.0,13,5,6.0,0.0,
WWKZ-86,Direct,Level with CI,0.0,0,51.0,40,8.22,204.79,1,553.0,3.0,,23.0,13,5,6.0,0.0,
ZUDW-94,Direct,Level,1.0,0,57.0,30,6.53,217.46,1,553.0,3.0,,23.0,13,5,6.0,0.0,
PIQU-62,CTM,Level,1.0,1,44.0,40,8.22,204.79,1,553.0,3.0,,23.0,13,5,6.0,0.0,
FWAW-82,CTM,Decreasing accelerated,1.0,0,40.0,30,6.53,217.46,1,553.0,3.0,,23.0,13,5,6.0,0.0,
HJUN-72,CTM,Level,0.0,0,47.0,20,94.45,1876.91,0,568.0,2.0,,3.0,20,6,5.0,0.0,
LHUH-56,CTM,Level,1.0,1,41.0,10,7.49,209.76,0,567.0,2.0,5.0,6.0,8,3,2.0,0.0,
XAMO-43,MSM,Decreasing,0.0,1,24.0,30,39.52,957.28,0,547.0,0.0,5.0,3.0,,7,,0.0,
DFPZ-83,Direct,Decreasing,0.0,0,45.0,20,39.52,957.28,0,547.0,0.0,5.0,3.0,,7,,0.0,
FBCF-31,CTM,Level,0.0,0,43.0,20,6.41,140.57,1,561.0,0.0,109.0,12.0,11,4,9.0,0.0,
QZOY-15,CTM,Decreasing with CI,0.0,0,50.0,20,6.41,140.57,1,561.0,0.0,109.0,12.0,11,4,9.0,0.0,
VEOL-74,MSM,Level,0.0,1,56.0,20,6.41,140.57,1,561.0,0.0,109.0,12.0,11,4,9.0,0.0,
VNUI-42,MSM,Level,1.0,0,46.0,25,8.68,190.41,1,561.0,0.0,109.0,12.0,11,4,9.0,0.0,
BKMA-59,CTM,Level with CI,1.0,0,46.0,20,6.41,140.57,1,561.0,0.0,109.0,12.0,11,4,9.0,0.0,
HOCY-31,CTM,Level,1.0,1,38.0,10,9.97,108.48,0,545.0,2.0,,10.0,13,6,10.0,0.0,
MKIT-54,CTM,Level,1.0,1,46.0,20,9.97,108.48,0,545.0,2.0,,10.0,13,6,10.0,0.0,
CWYG-97,CTM,Level with CI,0.0,0,47.0,25,13.58,147.81,0,545.0,2.0,,10.0,13,6,10.0,0.0,
TSBI-10,CTM,Level accelerated,1.0,0,52.0,10,3.41,86.38,0,,,,,,,,,
